CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
FINDSCAT,ACUTE PANCREATITIS SIGNS AND SYMPTOMS,APAN Acute Pancreatitis Signs and Symp,,,1,,,"Acute Pancreatitis Signs and Symptoms 
Were other signs/symptoms present during the course of the event?"
FINDSCAT,AE OUTCOME MOTHER,AE Outcome Mother,,,1,,,"AE Outcome Mother"
FINDSCAT,AGE,Age,,,11,,,"Age subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,AGITATION/AGGRESSION,Agitation/Aggression,,,1,,,"AGITATION/AGGRESSION subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,ANXIETY,Anxiety,,,1,,,"ANXIETY subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,APATHY/INDIFFERENCE,Apathy/Indifference,,,1,,,"APATHY/INDIFFERENCE subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,APPETITE AND EATING DISORDERS,Appetite and Eating Disorders,,,1,,,"APPETITE AND EATING DISORDERS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,ARMS,Arms,,,1,,,"Arms subcategory for Pediatric Hemophilia Activities List Parents' version.
An activities questionnaire for children and teenagers aged 4-17 with haemophilia V0.12"
FINDSCAT,ARRHYTHMIA CLASSIFICATION,Arrhythmia Classification,,,1,,,Arrhythmia classification
FINDSCAT,ARRHYTHMIA LIKELY CAUSE,Arrhythmia Likely Cause,,,1,,,Arrhythmia likely cause
FINDSCAT,ARRHYTHMIA TREATMENT,Arrhythmia Treatment,,,1,,,Arrhythmia treatment
FINDSCAT,ATTENTION,Attention,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,ATTENTION AND CALCULATION (SERIAL 7S),Attention and Calculation (Serial 7S),,,1,,,"Attention and calculation (serial 7s) subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,BARRIERS IN INSULIN TREATMENT,Barriers in Insulin Treatment,,,257,,,Barriers in Insulin Treatment
FINDSCAT,BES,Binge Eating Scale,,,21,,,"Binge Eating Scale"
FINDSCAT,BLEEDS,Bleeds,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Bleeds"
FINDSCAT,BMI,BMI,,,22,,,"BMI subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,BODY ESTEEM,Body Esteem,,,1,,,BODY ESTEEM subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,BURDEN,Burden,,,103,,,Burden
FINDSCAT,BURDEN OF DISEASE PREDOMINANT REASON,Burden of Disease Predominant Reason,,,1,,,Burden of disease predominant reason
FINDSCAT,C-SSRS,Columbia Suicidality Sev. Rating Scale,,,30,,,"Columbia Suicidality Severity Rating Scale"
FINDSCAT,CAREGIVER HEALTH CARE RESOURCE UTILISATION,CG Health Care Resource Utilisation,,,4,,,Caregiver Health Care Resource Utilisation subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,CAREGIVER TIME,Caregiver Time,,,2,,,Caregiver Time subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,CAREGIVER WORK STATUS,Caregiver Work Status,,,3,,,Caregiver Work Status subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,CENTRE/HOSPITAL,Center/Hospital,,,105,,,Center/Hospital
FINDSCAT,CEREBROVASCULAR CONDITIONS,CEE Conditions,,,1,,,"Were any conditions present that may have contributed to this event?"
FINDSCAT,CEREBROVASCULAR EVENT,Cerebrovascular event,,,1,,,"Sponsor-defined: Cerebrovascular event
Adverse Event Reporting
CDISC has 3 different strokes:
1. HEMORRHAGIC STROKE (Hemorrhagic Cerebrovascular Accident) C95803
2. ISCHEMIC STROKE (Ischemic Cerebrovascular Accident) C95802
3. UNDETERMINED STROKE (Cerebrovascular Accident) C3390"
FINDSCAT,CEREBROVASCULAR NEUROLOGIC SYMPTOMS,CEE Neurologic Symptoms,,,1,,,"Were there neurologic signs/symptoms of motor and/or sensory loss?"
FINDSCAT,CEREBROVASCULAR SIGNS AND SYMPTOMS,CEE Signs and Symptoms,,,1,,,"Were any of the following signs/symptoms present?"
FINDSCAT,CEREBROVASCULAR TREATMENT,CEE Treatment,,,1,,,"Was any treatment(s) given for this condition?"
FINDSCAT,CEREBROVASCULAR TYPE,CEE Type,,,1,,,"Type of cerebrovascular event"
FINDSCAT,CHAIN AMYLOIDOSIS EXCLUDED,Chain Amyloidosis Excluded,,,1,,,Chain Amyloidosis Excluded
FINDSCAT,CHOI 2011,Choi 2011,,,1,,,Actigraph - CHOI 2011
FINDSCAT,CHRONIC PANCREATITIS HISTORY COMPLICATIONS,Chronic Pancreatitis History Complicatio,,,1,,,"Chronic Pancreatitis History Complications"
FINDSCAT,CHRONIC PANCREATITIS HISTORY DIAGNOSIS,Chronic Pancreatitis History Diagnosis,,,1,,,Chronic Pancreatitis History Diagnosis
FINDSCAT,CHRONIC PANCREATITIS HISTORY PRIMARY AETIOLOGY,Chron Pancreatitis His Primary Aetiology,,,1,,,Chronic Pancreatitis History Primary Aetiology
FINDSCAT,COGNITIVE RESTRAINT,Cognitive Restraint,,,1,,,"Three Factor Eating Questionnaire (TFEQ)"
FINDSCAT,COMMANDS,Commands,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Commands
FINDSCAT,COMMUNICATING,Communicating,,,6,,,Communicating
FINDSCAT,COMPREHENSION,Comprehension,,,1,,,"Comprehension subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,CONSTRUCTIONAL PRAXIS,Constructional Praxis,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Constructional Praxis
FINDSCAT,CRANIAL NERVES,Cranial Nerves,,,1,,,"Cranial Nerves subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,DATA COLLECTION TIME,Data Collection Time,,,1,,,Actigraph - Data collection time
FINDSCAT,DAY-TO-DAY ACTIVITIES,Day-to-Day Activities,,,1,,,Day To Day Activities Sub Category for NASH CHECK Questionnaire
FINDSCAT,DEALING WITH HAEMOPHILIA,Dealing with Haemophilia,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Dealing with Haemophilia"
FINDSCAT,DECLINE 3.0 MMOL/L,Decline 3.0 mmol/L,,,1,,,Decline 3.0 mmol/L
FINDSCAT,DECLINE 3.9 MMOL/L,Decline 3.9 mmol/L,,,1,,,Decline 3.9 mmol/L
FINDSCAT,DECLINE 5.5 MMOL/L,Decline 5.5 mmol/L,,,1,,,Decline 5.5 mmol/L
FINDSCAT,DELAYED RECALL,Delayed Recall,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,DELAYED WORD RECALL,Delayed Word Recall,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Delayed Word Recall
FINDSCAT,DELIVERY,Delivery,,,41,,,Delivery
FINDSCAT,DELUSIONS,Delusions,,,1,,,"DELUSIONS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,DENTAL STATUS,Dental Status,,,1,,,"Dental Status subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,DEPRESSION RISK FACTORS,Depression Risk Factors,,,1,,,"Depression Risk Factors"
FINDSCAT,DEPRESSION SIGNS AND SYMPTOMS,Depression Signs and Symptoms,,,1,,,"Depression Signs and Symptoms"
FINDSCAT,DEPRESSION TREATMENT,Depression Treatment,,,1,,,"Depression Treatment"
FINDSCAT,DEPRESSION/DYSPHORIA,Depression/Dysphoria,,,1,,,"DEPRESSION/DYSPHORIA subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,DESCRIPTION OF PRIMARY CAREGIVER,Description of Primary Caregiver,,,1,,,Description of Primary Caregiver subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,DEVICE USABILITY 1,Device Usability 1,,,1,,,Device Usability 1 questionnaire-like form (visit 1)
FINDSCAT,DEVICE USABILITY 2,Device Usability 2,,,1,,,Device Usability 2 questionnaire-like form (visit 2)
FINDSCAT,DEVICE USABILITY 3,Device Usability 3,,,1,,,Device Usability 3 questionnaire-like form (visit 3)
FINDSCAT,DHP,Diabetes Health Profile,,,41,,,Diabetes Health Profile Questionnaire (DHP)
FINDSCAT,DIABETES SEVERITY,Diabetes Severity,,,1,,,Diabetes Severity subcategory for Patient Global Impression
FINDSCAT,DIABETIC RETINOPATHY,Diabetic retinopathy,,,1,,,"Sponsor-defined: Diabetic retinopathy
Adverse Event Reporting"
FINDSCAT,DIAGNOSED BY,Diagnosed by,,,1,,,ATTR diagnosed by
FINDSCAT,DIFFERENTIAL COUNT,Differential count,,,43,,,Differential count
FINDSCAT,DIFFICULTY PERFORMING DAILY ACTIVITIES,Difficulty Performing Daily Activities,,,1,,,DIFFICULTY PERFORMING DAILY ACTIVITIES subcategory for WOMAC Osteoarthritis Index NRS V3.1
FINDSCAT,DISEASE,Disease,,,43,,,"Disease subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,DISINHIBITION,Disinhibition,,,1,,,"DISINHIBITION subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,DOMAIN 1: CARDIOVASCULAR INCLUDING FALLS,Domain 1: Cardiovascular Including Falls,,,1,,,Domain 1: Cardiovascular including falls subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 2: SLEEP/FATIGUE,Domain 2: Sleep/Fatigue,,,2,,,Domain 2: Sleep/fatigue subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 3: MOOD/COGNITION,Domain 3: Mood/Cognition,,,3,,,Domain 3: Mood/Cognition subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 4: PERCEPTUAL PROBLEMS/HALLUCINATIONS,Domain 4: Perceptual Problems/Hallucinat,,,4,,,Domain 4: Perceptual problems/hallucinations subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 5: ATTENTION/MEMORY,Domain 5: Attention/Memory,,,5,,,Domain 5: Attention/memory subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 6: GASTROINTESTINAL TRACT,Domain 6: Gastrointestinal Tract,,,6,,,Domain 6: Gastrointestinal tract subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 7: URINARY,Domain 7: Urinary,,,7,,,Domain 7: Urinary subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 8: SEXUAL FUNCTION,Domain 8: Sexual Function,,,8,,,Domain 8: Sexual function subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOMAIN 9: MISCELLANEOUS,Domain 9: Miscellaneous,,,9,,,Domain 9: Miscellaneous subcategory for Non-Motor Symptom Assessment Scale for Parkinson's Disease. The Non-Motor Symptoms Scale (NMSS) is a 30-item rater-based scale to assess a wide range of non-motor symptoms in patients with Parkinson's disease (PD). The NMSS measures the severity and frequency of non-motor symptoms across nine dimensions. The scale can be used for patients at all stages of PD. 2007
FINDSCAT,DOSING,Dosing,,,3,,,Dosing
FINDSCAT,DPM,Diabetes Productivity Measure,,,45,,,Diabetes Productivity Measure
FINDSCAT,DTR-QOL,DTR-QOL,,,1,,,Sponsor defined: Diabetes Therapy Related -Quality of life Questionnaire
FINDSCAT,DTSQ,Diabetes Treatment Satisfaction,,,47,,,Diabetes Treatment Satisfaction Questionnaire (DTSQ)
FINDSCAT,DUE CHANGES DEFAULT SETTINGS,Patient Changes Default Settings,,,1,,,Device Use Error - Patient changes default settings on study phone
FINDSCAT,DUE MISUNDERSTAND DOSE,Misunderstands Dose Recommendation,,,1,,,Device Use Error - Patient misunderstands insulin icodec dose recommendation from DoseGuide App
FINDSCAT,DUE NO DOSE RECOMMENDATION,Patient Receives No Dose Recommendation,,,1,,,Device Use Error - Patient receives no dose recommendation
FINDSCAT,DUE OTHER,Other,,,1,,,Device Use Error - Other
FINDSCAT,DUE ROOT CAUSE ASSESSMENT,Investigators Root Cause Assessment,,,1,,,Device Use Error - Investigators root cause assessment of the error
FINDSCAT,DUE TRAINING BEFORE USE,Training Before Use of DoseGuide App,,,1,,,Device Use Error - Training before use of the DoseGuide App
FINDSCAT,DUE WRONG INPUT DATA,Patient Provides Wrong Input Data,,,1,,,"Device Use Error - Patient provides wrong input data, leading to receiving incorrect dose recommendation"
FINDSCAT,Device Specific Questionnaire I,Device Specific Questionnaire I,,,40,,,Device Specific Questionnaire I
FINDSCAT,Device Specific Questionnaire II,Device Specific Questionnaire II,,,40,,,Device Specific Questionnaire II
FINDSCAT,Diab-MedSat,Diabetes Medication Satisfaction,,,42,,,Diabetes Medication Satisfaction Questionnaire
FINDSCAT,Diet and Activity Information Questionnaire,Diet and Activity Information,,,40,,,Diet and Activity Information for Type 1 Diabetes
FINDSCAT,EASE AND CONVENIENCE,Ease and Convenience,,,101,,,Ease and Convenience
FINDSCAT,EASE OF USE,Ease of use,,,1,,,Ease of use subcategory for Injection Device Experience and Acceptance (IDEA) Questionnaire V1.0
FINDSCAT,ECHOCARDIOGRAPHY,Echocardiography,,,1,,,Echocardiography
FINDSCAT,EFFICACY,Efficacy,,,102,,,Efficacy
FINDSCAT,ELATION/EUPHORIA,Elation/Euphoria,,,1,,,"ELATION/EUPHORIA subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,EMOTIONAL EATING,Emotional Eating,,,1,,,Three Factor Eating Questionnaire (TFEQ)
FINDSCAT,EMOTIONAL FUNCTIONING,Emotional Functioning,,,1,,,Emotional Functioning subcategory for PedsQL Quality of Life Inventory Acute V4
FINDSCAT,EMOTIONS AND LIFESTYLE,Emotions and Lifestyle,,,1,,,Emotions and Lifestyle Sub Category for NASH CHECK Questionnaire
FINDSCAT,ENERGY,Energy,,,1,,,Energy subcategory for Patient Global Impression
FINDSCAT,ERROR DURING ADMINISTRATION,Error During Administration,,,1,,,Error during administration
FINDSCAT,ERROR DURING STORAGE AND HANDLING,Error During Storage and Handling,,,1,,,Error during storage and handling
FINDSCAT,ESS,Epworth Sleepiness Scale,,,55,,,"CDISC code: C103517
CDISC submission value: ESS
CDISC synonyms: ESS01
CDISC definition: Epworth Sleepiness Scale (ESS) (copyright Murray W. Johns, 1990-1997. All rights reserved.).
NCI preferred term: Epworth Sleepiness Scale Questionnaire"
FINDSCAT,EXAMINATION OF THE PATIENT,Examination of the Patient,,,2,,,EXAMINATION OF THE PATIENT subcategory for DN4 (Douleur Neuropathique 4 Questions) Questionnaire. Neuropathic pain screening tool. 2005. Bouhassira D. All rights reserved.
FINDSCAT,EXPERIENCE,Experience,,,1,,,Experience subcategory for Injection Device Experience and Acceptance (IDEA) Questionnaire V1.0
FINDSCAT,EXTREMITY MOVEMENTS,Extremity Movements,,,1,,,"Extremity Movements subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,EYE RELATED EVENT OCCULAR OR INTRAOCCULAR INTERVENTION,Eye Related Event Occular/Intraoccular,,,1,,,"Eye Related Event Occular/Intraoccular"
FINDSCAT,EYE RELATED EVENT SIGNS AND SYMPTOMS,Eye Related Event Signs and Symptoms,,,1,,,"Eye related event signs and symptoms"
FINDSCAT,FACIAL AND ORAL MOVEMENTS,Facial and Oral Movements,,,1,,,"Facial and Oral Movements subcategory for Abnormal Involuntary Movement Scale (AIMS) (Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)."
FINDSCAT,FAMILY,Family,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Family"
FINDSCAT,FAMILY PLANNING,Family Planning,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Family Planning"
FINDSCAT,FAMILY RELATIONS,Family Relations,,,1,,,FAMILY RELATIONS subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,FEEL MENTALLY,Feel Mentally,,,1,,,Feel Mentally subcategory for Patient Global Impression
FINDSCAT,FEELING,Feeling,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Feeling"
FINDSCAT,FEELING ABOUT YOURSELF,Feeling About Yourself,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

Feeling About Yourself"
FINDSCAT,FOSQ,Functional Outcomes Sleep Questionnaire,,,65,,,Functional Outcomes of Sleep Questionnaire (FOSQ)
FINDSCAT,FRIENDS,Friends,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Friends"
FINDSCAT,FUNCTIONS OF THE ARMS,Functions of the Arms,,,1,,,Functions of the arms subcategory for Hemophilia Activities List. V2.0
FINDSCAT,FUNCTIONS OF THE LEGS,Functions of the Legs,,,1,,,Functions of the legs subcategory for Hemophilia Activities List. V2.0
FINDSCAT,FUTURE,Future,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Future"
FINDSCAT,GALLBLADDER DISEASE FINDINGS ABNORMAL,Gallbladder Disease Abnormal Finding,,,1,,,Gallbladder disease abnormal finding
FINDSCAT,GALLBLADDER DISEASE IMAGING,Gallbladder Disease Imaging,,,1,,,Gallbladder disease imaging
FINDSCAT,GALLBLADDER DISEASE LABORATORY TEST,Gallbladder Disease Laboratory Test,,,1,,,Gallbladder disease laboratory test
FINDSCAT,GALLBLADDER DISEASE PRIMARY INDICATION FOR IMAGING,Gallbladder Primary Indicat for Imaging,,,1,,,Gallbladder disease primary indication for imaging
FINDSCAT,GALLBLADDER DISEASE RISK FACTORS,Gallbladder Disease Risk Factor,,,1,,,"Gallbladder disease risk factor"
FINDSCAT,GALLBLADDER DISEASE SIGNS AND SYMPTOMS,Gallbladder Disease Signs and Symptoms,,,1,,,Gallbladder disease signs and symptoms
FINDSCAT,GALLBLADDER DISEASE TREATMENT,Gallbladder Disease Treatment,,,1,,,Gallbladder disease treatment
FINDSCAT,GALLBLADDER IMAGING,AGB Imaging Performed,,,1,,,Acute Gallbladder: Was imaging performed?
FINDSCAT,GALLBLADDER RISK FACTORS,AGB Relevant Risk/Confounding Factors,,,1,,,Acute Gallbladder: Were there any relevant risk/confounding factors identified?
FINDSCAT,GALLBLADDER SIGNS AND SYMPTOMS,AGB Signs and Symptoms,,,1,,,Acute Gallbladder: Which signs/symptoms were present during the course of the event?
FINDSCAT,GALLBLADDER TREATMENT,AGB Treatments Given,,,1,,,Acute Gallbladder: Was any treatment(s) given for this condition?
FINDSCAT,GALLSTONE IMAGING,AGD Imaging Performed,,,1,,,"Acute Gallstone: Was imaging performed?"
FINDSCAT,GALLSTONE LABORATORY TEST,AGD Laboratory Tests,,,1,,,"Acute Gallstone: Laboratory tests"
FINDSCAT,GALLSTONE RISK FACTORS,AGD Relevant Risk/Confounding Factors,,,1,,,"Acute Gallstone: Were there any relevant risk/confounding factors identified?"
FINDSCAT,GALLSTONE SIGNS AND SYMPTOMS,AGD Signs and Symptoms,,,1,,,"Acute Gallstone: Which signs/symptoms were present during the course of the event?"
FINDSCAT,GALLSTONE TREATMENT,AGD Treatments Given,,,1,,,"Acute Gallstone: Was any treatment(s) given for this condition?"
FINDSCAT,GASTRO INTESTINAL SYMPTOMS QUESTIONNAIRE,Gastro Intestinal Symptoms Questionnaire,,,70,,,"Gastro Intestinal Symptoms Questionnaire"
FINDSCAT,GENERAL,General,,,71,,,"General subcategory for e.g. inclusion or exclusion criteria"
